time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1640164311899281700,-0.45071826171875,0,0.1345362365245819,1.9121984243392944,3.9000000953674316,0.0019880803301930428,137.83091735839844,1777.8112788888031,28.0347236,-26.1797735
1640164312895313000,0.54531298828125,0,0.14866068959236145,1.7427902221679688,3.9000000953674316,0.0018913338426500559,101.76407623291016,1777.8730439558578,28.0347236,-26.1797735
1640164313895899400,1.5458994140625,0,0.18439088761806488,1.6311066150665283,3.9000000953674316,0.005074898712337017,167.0963134765625,1777.7956815863351,28.0347236,-26.1797736
1640164314896372200,2.546372314453125,0,0.0860232561826706,1.4315125942230225,3.9000000953674316,0.001758512924425304,174.06837463378906,1777.8480883389059,28.0347236,-26.1797736
1640164315896702700,3.54670263671875,0,0.1063014566898346,1.4478392601013184,3.9000000953674316,0.015509037300944328,209.57763671875,1777.8480883389059,28.0347234,-26.1797738
1640164316891671000,4.541671142578125,0,0.09899494796991348,1.457784652709961,3.9000000953674316,0.010934729129076004,190.7071990966797,1777.8487122304514,28.0347235,-26.1797739
1640164317895563800,5.545563720703125,0,0.09219544380903244,1.5649443864822388,3.9000000953674316,0.005297516472637653,178.21829223632812,1777.6609208079603,28.0347235,-26.1797739
1640164318896602000,6.54660205078125,90.0694351196289,0.9651942849159241,1.5841890573501587,3.9000000953674316,0.21002279222011566,115.34008026123047,1777.785075529924,28.0347261,-26.1797763
1640164319895395000,7.54539501953125,85.90421295166016,0.8459905385971069,1.463393211364746,3.9000000953674316,0.23937809467315674,112.07530212402344,1777.6796378041456,28.0347313,-26.1797824
1640164320894203400,8.544203369140625,0,0.09219544380903244,1.608383059501648,3.9000000953674316,0.2392890602350235,112.63868713378906,1777.8927199262457,28.0347332,-26.179785
1640164321895943200,9.545943115234374,0,0.44598206877708435,1.5505236387252808,3.9000000953674316,0.21017079055309296,117.7636947631836,1777.9285685468903,28.0347348,-26.1797859
1640164322893335600,10.54333544921875,0,0.09899494796991348,1.5389189720153809,3.9000000953674316,0.19339166581630707,154.6314697265625,1777.975697287544,28.0347349,-26.1797876
1640164323895331800,11.545331787109374,0,0.11313708126544952,1.7431541681289673,3.9000000953674316,0.1485891342163086,10.980960845947266,1777.9863034751395,28.0347352,-26.1797862
1640164324897703700,12.54770361328125,0,0.12041594833135605,1.826457142829895,3.9000000953674316,0.1660069227218628,355.11956787109375,1777.9229552813028,28.0347349,-26.1797845
1640164325899906800,13.54990673828125,0,0.0860232561826706,1.9296984672546387,3.9000000953674316,0.16550743579864502,329.55316162109375,1777.8449691603514,28.0347336,-26.1797834
1640164326895897000,14.54589697265625,0,0.0860232561826706,1.9394279718399048,3.9000000953674316,0.1693161278963089,330.6691589355469,1777.8655577257289,28.0347328,-26.179782
1640164327893709300,15.543709228515626,0,0.0860232561826706,1.9507710933685303,3.9000000953674316,0.0851387083530426,306.044189453125,1777.9410495611378,28.0347322,-26.1797823
1640164328896290300,16.546290283203124,0,0.0860232561826706,2.0130093097686768,3.9000000953674316,0.09402552247047424,315.70050048828125,1777.8337388087546,28.0347316,-26.1797816
1640164329895372000,17.5453720703125,0,0.0860232561826706,1.566672921180725,3.9000000953674316,0.07077639549970627,329.4866027832031,1777.7669826249867,28.0347313,-26.1797809
1640164330898800400,18.54880029296875,0,0.0860232561826706,1.42930006980896,3.9000000953674316,0.09248945862054825,330.9973449707031,1777.7669826249867,28.0347307,-26.17978
1640164331896758300,19.54675830078125,0,0.0860232561826706,1.4180694818496704,3.9000000953674316,0.07707375288009644,320.4271545410156,1777.7083365880794,28.0347302,-26.1797796
1640164332894374700,20.544374755859376,0,0.0860232561826706,1.4521461725234985,3.9000000953674316,0.030250081792473793,320.42755126953125,1777.8137743747773,28.0347303,-26.1797796
1640164333893122600,21.54312255859375,0,0.0860232561826706,1.5014663934707642,3.9000000953674316,0.010593963786959648,203.85475158691406,1777.8287477238127,28.0347303,-26.17978
1640164334894016300,22.544016357421874,0,0.0860232561826706,1.5645620822906494,3.9000000953674316,0.012452333234250546,176.15789794921875,1777.8281238337413,28.0347304,-26.1797801
1640164335896572200,23.546572265625,74.04804992675781,0.865332305431366,1.4876700639724731,3.9000000953674316,0.3818509876728058,91.02901458740234,1777.722686107963,28.0347329,-26.1797804
1640164336895223300,24.545223388671875,83.62728881835938,0.8598255515098572,1.4949768781661987,3.9000000953674316,0.27314820885658264,83.13726043701172,1777.7214383279554,28.0347349,-26.1797793
1640164337895721700,25.5457216796875,76.3056411743164,0.865332305431366,1.5352364778518677,3.9000000953674316,0.35714656114578247,92.9412612915039,1777.9388876808866,28.0347358,-26.1797772
1640164338892568800,26.54256884765625,0,0,1.526123285293579,3.940999984741211,0.3530389368534088,87.25912475585938,1777.9445026952699,28.0347376,-26.1797784
1640164339892213000,27.542212890625,0,0,1.6481399536132812,3.994999885559082,0.3648795485496521,85.10086059570312,1777.9469982584162,28.0347395,-26.1797782
1640164340895121000,28.545120849609376,0,0,1.7724508047103882,4.086999893188477,0.4591551721096039,83.08196258544922,1777.8705482502469,28.0347447,-26.1797775
1640164341894477600,29.5444775390625,0,0,1.922466516494751,4.26800012588501,0.581887423992157,84.1575927734375,1777.8705482502469,28.0347481,-26.1797775
1640164342895292400,30.54529248046875,0,0,1.873657464981079,9.66100025177002,0.8181419372558594,86.42315673828125,1777.8156461386516,28.0347595,-26.1797771
1640164343895021800,31.545021728515625,0,0,1.884937047958374,16.966999053955078,1.0628372430801392,87.76850891113281,1777.9778598741534,28.0347759,-26.1797772
1640164344892081200,32.5420810546875,4.501480579376221,0.5382378697395325,1.908852458000183,17.882999420166016,2.7157039642333984,93.94830322265625,1777.99033798274,28.0348625,-26.1797891
1640164345893946000,33.543946044921874,4.429471492767334,0.5385164618492126,1.7700510025024414,18.78700065612793,3.1926393508911133,93.0821304321289,1778.0602138302538,28.0349152,-26.1797946
1640164346892193000,34.542193115234376,5.178210735321045,0.50803542137146,1.6221104860305786,19.663999557495117,3.3692283630371094,92.39427185058594,1777.9984487631991,28.0349599,-26.1797984
1640164347896288000,35.5462880859375,4.637327194213867,0.43829214572906494,1.496678113937378,16.16200065612793,3.4269583225250244,92.25802612304688,1778.0109269021777,28.035001,-26.1798007
1640164348890274000,36.54027416992187,4.41672945022583,0.7093659043312073,1.5188298225402832,15.07699966430664,3.3965113162994385,92.83760833740234,1777.8449688818662,28.0350382,-26.1798026
1640164349896403500,37.54640356445312,6.021340847015381,0.7017834186553955,1.5277658700942993,9.64799976348877,3.227254629135132,93.05577087402344,1777.8449688818662,28.0350695,-26.1798038
1640164350896913700,38.54691357421875,4.5922160148620605,0.687677264213562,1.574126958847046,9.64799976348877,3.033022403717041,93.37448120117188,1777.8449688818662,28.0350952,-26.1798047
1640164351896606000,39.54660595703125,3.669602394104004,0.6801470518112183,1.6383073329925537,9.64799976348877,2.8828017711639404,94.44093322753906,1777.8449688818662,28.0351181,-26.179806
1640164352894294300,40.544294189453126,4.90447473526001,0.8221921920776367,1.682878851890564,9.64799976348877,2.8054451942443848,95.7379379272461,1777.7395311560879,28.03514,-26.1798081
1640164353893834200,41.54383422851563,4.918624401092529,0.7017834186553955,1.6223747730255127,9.64799976348877,2.665823221206665,97.62218475341797,1777.7395311560879,28.0351594,-26.1798111
1640164354896268300,42.54626831054688,5.476628303527832,0.7009279727935791,1.57940673828125,9.64799976348877,2.418323516845703,98.77684783935547,1777.7395311560879,28.0351744,-26.1798141
1640164355897550600,43.54755053710937,5.898353099822998,0.7083784341812134,1.6456928253173828,9.64799976348877,0.7606064081192017,116.40568542480469,1778.2745473154894,28.0351899,-26.1798167
1640164356897637400,44.54763745117187,6.505568981170654,0.786002516746521,1.6463998556137085,9.64799976348877,1.0927592515945435,128.90176391601562,1778.2745473154894,28.0351909,-26.1798194
1640164357898052400,45.54805224609375,7.267746448516846,0.8487638235092163,1.6937237977981567,9.64799976348877,1.9573084115982056,153.68109130859375,1778.2745473154894,28.0352005,-26.1798319
1640164358947977500,46.5979775390625,7.951168537139893,0.8292768001556396,1.778390884399414,9.64799976348877,2.7212612628936768,190.85665893554688,1778.1924822875483,28.0352036,-26.1798495
1640164359896223000,47.546222900390624,8.1973876953125,0.8999999761581421,1.926844596862793,9.64799976348877,3.7029600143432617,216.38192749023438,1778.1768844256012,28.035192,-26.1798748
1640164360896325000,48.5463251953125,7.3229217529296875,0.7963039875030518,1.878326177597046,9.64799976348877,4.248432159423828,229.63572692871094,1778.087043948818,28.0351635,-26.1799045
1640164361463000000,49.113,7.3229217529296875,0.7963039875030518,1.5286424160003662,13.265999794006348,4.268477439880371,229.9789276123047,1778.0999755859375,28.0351425,-26.1799191
1640164361902659600,49.55265966796875,4.423675060272217,0.9580187797546387,1.531348705291748,13.265999794006348,5.644625186920166,222.17660522460938,1778.0999755859375,28.035125,-26.1799439
1640164362896841200,50.54684130859375,1.625617504119873,0.9104943871498108,1.4959204196929932,12.095000267028809,7.714991569519043,218.16629028320312,1778.0999755859375,28.0350791,-26.1800159
1640164363895916500,51.54591650390625,1.462955117225647,0.9654014706611633,1.4032360315322876,11.376999855041504,8.69751262664795,218.0412139892578,1778.0999755859375,28.0350261,-26.1800875
1640164364950800100,52.60080004882813,0.681002676486969,0.9027181267738342,1.337325096130371,10.803000450134277,10.521801948547363,217.07565307617188,1778.0999755859375,28.0349646,-26.1801675
1640164365900872000,53.55087182617188,0.4696028232574463,0.88865065574646,1.3500616550445557,9.982000350952148,11.46175479888916,217.0322723388672,1778.0999755859375,28.0348948,-26.1802554
1640164366897056000,54.54705590820313,0.40830251574516296,0.8949860334396362,1.3632224798202515,4.857999801635742,12.79246711730957,217.03778076171875,1778.0999755859375,28.0348184,-26.1803532
1640164367896361200,55.546361328125,0.50693678855896,1.038556694984436,1.4025121927261353,3.9000000953674316,13.609254837036133,217.0291748046875,1778.0999755859375,28.0347352,-26.1804559
1640164368895818800,56.54581884765625,0.39341944456100464,0.8949860334396362,1.4386595487594604,3.9000000953674316,13.920069694519043,216.03094482421875,1778.0999755859375,28.0346503,-26.1805629
1640164369897169000,57.5471689453125,0.39332547783851624,0.8949860334396362,1.468968152999878,3.9000000953674316,13.335723876953125,215.00387573242188,1778.0999755859375,28.0345666,-26.1806689
1640164370893696800,58.54369677734375,0.44624462723731995,0.9360555410385132,1.4382870197296143,3.9000000953674316,12.749394416809082,214.9767303466797,1778.0999755859375,28.0344878,-26.1807674
1640164371898921200,59.54892114257812,0.4341096580028534,0.8949860334396362,1.4414916038513184,3.9000000953674316,11.640588760375977,214.97177124023438,1778.0999755859375,28.0344178,-26.1808595
1640164372897673200,60.547673095703125,0.49409130215644836,0.9183136820793152,1.4531439542770386,3.9000000953674316,10.130414009094238,216.9243927001953,1778.0999755859375,28.0343571,-26.1809389
1640164373899722500,61.549722412109375,0.5814389586448669,1.11251962184906,1.4873720407485962,3.9000000953674316,9.762006759643555,226.74017333984375,1778.0999755859375,28.0342971,-26.1810046
1640164374897480200,62.54748022460937,0.6694952845573425,1.037304162979126,1.5608954429626465,3.9000000953674316,9.445982933044434,243.74798583984375,1778.0999755859375,28.0342179,-26.1810465
1640164375897343000,63.54734301757812,0.7598756551742554,1.048093557357788,1.6307427883148193,3.9000000953674316,9.995254516601562,258.9073181152344,1778.0999755859375,28.0341225,-26.1810663
1640164376896769300,64.54676928710937,0.8468195796012878,1.0621205568313599,1.6657779216766357,3.9000000953674316,10.608264923095703,263.97509765625,1778.0999755859375,28.0340149,-26.1810709
1640164377899368700,65.54936865234374,0.8534570932388306,0.9386159777641296,1.7148842811584473,3.9000000953674316,10.358323097229004,266.0006408691406,1778.0999755859375,28.0339058,-26.1810707
1640164378901026300,66.5510263671875,0.7573394179344177,0.9604686498641968,1.6785926818847656,3.9000000953674316,11.864396095275879,266.9853820800781,1778.0999755859375,28.0337899,-26.1810722
1640164379899131400,67.54913134765626,4.19197940826416,1.2382245063781738,1.7114945650100708,3.9000000953674316,12.455108642578125,266.9964294433594,1778.0999755859375,28.0336614,-26.1810737
1640164380922474200,68.57247412109375,3.5122666358947754,1.221147060394287,1.722029447555542,3.9000000953674316,14.859475135803223,266.99078369140625,1778.0999755859375,28.0335126,-26.1810786
1640164381898936300,69.54893627929688,3.3948724269866943,1.3520355224609375,1.6855758428573608,3.9000000953674316,15.57262134552002,266.9978942871094,1778.0999755859375,28.0333515,-26.1810818
1640164382901931000,70.55193090820312,3.2718799114227295,1.3122880458831787,1.5935444831848145,3.9000000953674316,16.17542266845703,267.9678955078125,1778.0999755859375,28.0331813,-26.1810846
1640164383898831000,71.5488310546875,4.2559123039245605,1.2690941095352173,1.5269614458084106,3.9000000953674316,16.628007888793945,268.0030212402344,1778.0999755859375,28.0330039,-26.1810852
1640164384899922200,72.54992211914063,3.1484696865081787,1.547417163848877,1.5399408340454102,3.9769999980926514,17.048738479614258,268.0026550292969,1778.0999755859375,28.0328231,-26.1810853
1640164385900779000,73.55077905273437,3.325209856033325,1.265701413154602,1.5532597303390503,3.9639999866485596,16.040271759033203,268.003662109375,1778.0999755859375,28.0326577,-26.1810896
1640164386956001500,74.60600146484374,3.3772192001342773,1.444749116897583,1.5931085348129272,3.9769999980926514,15.830561637878418,267.0339660644531,1778.0999755859375,28.0324993,-26.1810948
1640164387893446400,75.5434462890625,0.8710049986839294,1.2402015924453735,1.6286358833312988,4.0289998054504395,16.35826873779297,266.99456787109375,1778.0999755859375,28.0323428,-26.1811021
1640164388898067700,76.54806762695313,3.2828471660614014,1.4094325304031372,1.6589771509170532,4.093999862670898,16.279836654663086,267.9650573730469,1778.0999755859375,28.0321703,-26.1811071
1640164389896778800,77.54677880859376,3.864896297454834,1.1353414058685303,1.6283178329467773,4.093999862670898,16.254858016967773,267.0452880859375,1778.0999755859375,28.0319989,-26.1811141
1640164390897953300,78.54795336914063,4.1148681640625,1.2330855131149292,1.6314818859100342,4.0289998054504395,16.619375228881836,267.0027160644531,1778.0999755859375,28.0318304,-26.1811215
1640164391894243800,79.54424389648437,3.93632435798645,1.1576268672943115,1.643109679222107,4.0289998054504395,16.35608673095703,267.9542236328125,1778.0999755859375,28.0316594,-26.1811262
1640164392893090300,80.54309033203126,4.072707653045654,1.1661903858184814,1.6773056983947754,4.0289998054504395,15.914677619934082,268.00286865234375,1778.0999755859375,28.0314951,-26.181127
1640164393898635000,81.54863500976562,3.4041523933410645,1.2742449045181274,1.750907063484192,3.9000000953674316,15.647326469421387,266.07318115234375,1778.0999755859375,28.0313361,-26.1811292
1640164394900787500,82.55078735351563,0.49996334314346313,0.9090654253959656,1.820777177810669,3.9000000953674316,14.320816993713379,269.000732421875,1778.0999755859375,28.0311885,-26.1811373
1640164395898204700,83.54820458984375,0.5198230743408203,0.9667471051216125,1.8532558679580688,3.9000000953674316,12.83596420288086,268.00927734375,1778.0999755859375,28.031059,-26.1811394
1640164396898036200,84.5480361328125,0.5795130133628845,0.9794896841049194,1.9009288549423218,3.9000000953674316,12.039082527160645,268.0047607421875,1778.0999755859375,28.030945,-26.1811408
1640164397893789400,85.54378955078126,0.5161256194114685,0.8949860334396362,1.8662564754486084,3.9000000953674316,10.304823875427246,268.010498046875,1778.0999755859375,28.0308448,-26.1811455
1640164398895513000,86.54551318359376,5.865230083465576,1.2296746969223022,1.900087833404541,3.9000000953674316,8.941813468933105,268.0077209472656,1778.0999755859375,28.0307562,-26.1811491
1640164399899163000,87.54916284179687,6.122166156768799,1.2041594982147217,1.910435676574707,3.9000000953674316,8.511648178100586,267.03863525390625,1778.0999755859375,28.0306754,-26.1811504
1640164400896637700,88.5466376953125,10.805562973022461,1.2863125801086426,1.8734121322631836,3.9000000953674316,6.761492729187012,267.0045166015625,1778.0999755859375,28.0306061,-26.181153
1640164401898649600,89.54864965820312,11.277155876159668,1.36952543258667,1.7890470027923584,3.9000000953674316,6.915147304534912,265.132568359375,1778.0999755859375,28.0305438,-26.1811567
1640164402897844200,90.54784423828124,16.401981353759766,1.1884864568710327,1.720095157623291,3.9000000953674316,4.163787841796875,260.4281921386719,1778.0999755859375,28.0304988,-26.1811618
1640164403952842800,91.6028427734375,21.58669090270996,1.277693271636963,1.7337498664855957,3.9000000953674316,3.287773609161377,259.0951232910156,1778.0999755859375,28.0304715,-26.1811677
1640164404900561200,92.55056103515625,19.057279586791992,1.2742449045181274,1.7432575225830078,3.9000000953674316,2.337468147277832,251.5856475830078,1778.0999755859375,28.0304547,-26.1811715
1640164405901221000,93.55122119140626,13.633772850036621,1.2149074077606201,1.7825607061386108,3.9000000953674316,1.3627465963363647,250.5221405029297,1778.0999755859375,28.0304477,-26.1811744
1640164406898340600,94.54834057617188,11.553022384643555,1.2010828256607056,1.8186848163604736,3.9000000953674316,0.7846763134002686,249.56967163085938,1778.0999755859375,28.0304436,-26.1811754
1640164407896291300,95.54629125976562,0,1.1387712955474854,1.8489594459533691,3.9000000953674316,0.7468539476394653,248.6850128173828,1778.0999755859375,28.0304433,-26.1811757
1640164408895563000,96.54556298828125,9.503067970275879,1.2986531257629395,1.818480134010315,3.9000000953674316,0.21302594244480133,248.2296905517578,1751.410563028225,28.0304442,-26.1811757
1640164409951494100,97.601494140625,0,0.18384777009487152,1.8220173120498657,3.9000000953674316,0.19740483164787292,246.76817321777344,1751.4946190969815,28.0304445,-26.1811757
1640164410899498800,98.54949877929687,0,0.0860232561826706,1.8331621885299683,3.9000000953674316,0.033945612609386444,107.6603775024414,1751.4946190969815,28.0304481,-26.1811752
1640164411898003000,99.5480029296875,0,0.1345362365245819,1.8673548698425293,3.9000000953674316,0.05741095915436745,333.9672546386719,1751.6112061370159,28.0304473,-26.1811742
1640164412898936300,100.54893627929688,0,0.1063014566898346,1.9409099817276,3.9000000953674316,0.13591814041137695,345.0447692871094,1751.609340286599,28.0304468,-26.1811725
1640164413895977200,101.54597729492187,0,0.23345234990119934,2.0107290744781494,3.9000000953674316,0.22655685245990753,341.7498779296875,1751.6043646874996,28.0304459,-26.18117
1640164414894892500,102.544892578125,0,0.0860232561826706,2.043222665786743,3.9000000953674316,0.061078038066625595,351.800048828125,1751.5222996595585,28.0304459,-26.1811693
1640164415898290700,103.54829077148437,0,0.0860232561826706,2.0909314155578613,3.9000000953674316,0.04710526391863823,358.6827697753906,1751.5222996595585,28.030446,-26.181169
1640164416899633400,104.54963330078125,0,0.0860232561826706,2.0563149452209473,3.9639999866485596,0.07083495706319809,19.211950302124023,1751.444313538607,28.0304464,-26.1811683
1640164417899866600,105.54986669921875,0,0.1063014566898346,2.0901315212249756,4.0289998054504395,0.07010442018508911,19.014448165893555,1751.444313538607,28.0304466,-26.1811677
1640164418899799300,106.54979931640625,0,0.0860232561826706,2.1004419326782227,4.131999969482422,0.03416437655687332,38.88459396362305,1751.4673257089937,28.0304468,-26.1811677
