time,seconds_elapsed,relativeAltitude,pressure
1640164312418534000,0.068533935546875,0,826.6492919921875
1640164312458534000,0.108533935546875,0,826.6492919921875
1640164312498534000,0.148533935546875,0,826.6492919921875
1640164312538534000,0.188533935546875,0,826.6492919921875
1640164312578534000,0.228533935546875,0,826.6492919921875
1640164312618534000,0.268533935546875,0,826.6492919921875
1640164312658534000,0.308533935546875,0,826.6492919921875
1640164312698534000,0.348533935546875,0,826.6492919921875
1640164312738534000,0.388533935546875,0,826.6492919921875
1640164312778534000,0.428533935546875,0,826.6492919921875
1640164312818534000,0.468533935546875,0,826.6492919921875
1640164312858534000,0.508533935546875,0,826.6492919921875
1640164312898534000,0.548533935546875,0,826.6492919921875
1640164312938534000,0.588533935546875,0,826.6492919921875
1640164312978534000,0.628533935546875,0,826.6492919921875
1640164313018534000,0.668533935546875,0,826.6494140625
1640164313058534000,0.708533935546875,0,826.6494140625
1640164313098534000,0.748533935546875,-0.0025634765625,826.6495361328125
1640164313138534000,0.788533935546875,-0.0025634765625,826.6495971679688
1640164313178534000,0.828533935546875,-0.0025634765625,826.6495971679688
1640164313218534000,0.868533935546875,-0.0025634765625,826.6495971679688
1640164313258534000,0.908533935546875,-0.0025634765625,826.6495971679688
1640164313298534000,0.948533935546875,-0.0025634765625,826.6495971679688
1640164313338534000,0.988533935546875,-0.0025634765625,826.6495971679688
1640164313378534000,1.028533935546875,-0.0025634765625,826.6495971679688
1640164313418534000,1.068533935546875,-0.0025634765625,826.6495971679688
1640164313458534000,1.108533935546875,-0.0025634765625,826.6495361328125
1640164313498534000,1.148533935546875,-0.0025634765625,826.6494750976562
1640164313538534000,1.188533935546875,0,826.6494140625
1640164313578534000,1.228533935546875,0,826.6493530273438
1640164313618534000,1.268533935546875,0,826.6492919921875
1640164313658534000,1.308533935546875,0,826.6492309570312
1640164313698534000,1.348533935546875,0.002685546875,826.6490478515625
1640164313738534000,1.388533935546875,0.002685546875,826.6490478515625
1640164313778534000,1.428533935546875,0,826.649169921875
1640164313818534000,1.468533935546875,0,826.649169921875
1640164313858534000,1.508533935546875,0,826.6492309570312
1640164313898534000,1.548533935546875,0,826.6492309570312
1640164313938534000,1.588533935546875,0,826.6493530273438
1640164313978534000,1.628533935546875,-0.0025634765625,826.6494750976562
1640164314018534000,1.668533935546875,0,826.6493530273438
1640164314058534000,1.708533935546875,0,826.6492309570312
1640164314098534000,1.748533935546875,0,826.649169921875
1640164314138534000,1.788533935546875,0.002685546875,826.6490478515625
1640164314178534000,1.828533935546875,0.002685546875,826.6490478515625
1640164314218534000,1.868533935546875,0.002685546875,826.6490478515625
1640164314258534000,1.908533935546875,0.002685546875,826.6489868164062
1640164314298534000,1.948533935546875,0.002685546875,826.6489868164062
1640164314338534000,1.988533935546875,0.002685546875,826.6489868164062
1640164314378534000,2.028533935546875,0.002685546875,826.6490478515625
1640164314418534000,2.068533935546875,0,826.649169921875
1640164314458534000,2.108533935546875,0,826.6492309570312
1640164314498534000,2.148533935546875,0,826.6492919921875
1640164314538534000,2.188533935546875,0,826.6492919921875
1640164314578534000,2.228533935546875,0,826.6492919921875
1640164314618534000,2.268533935546875,0,826.6492919921875
1640164314658534000,2.308533935546875,0,826.6492919921875
1640164314698534000,2.348533935546875,0,826.6492919921875
1640164314738534000,2.388533935546875,0,826.6492919921875
1640164314778534000,2.428533935546875,0,826.6492919921875
1640164314818534000,2.468533935546875,0,826.6492919921875
1640164314858534000,2.508533935546875,0,826.6492919921875
1640164314898534000,2.548533935546875,0,826.6492919921875
1640164314938534000,2.588533935546875,0,826.6492919921875
1640164314978534000,2.628533935546875,0,826.6492919921875
1640164315018534000,2.668533935546875,0,826.6492919921875
1640164315058534000,2.708533935546875,0,826.6492919921875
1640164315098534000,2.748533935546875,0,826.6492919921875
1640164315138534000,2.788533935546875,0,826.6492919921875
1640164315178534000,2.828533935546875,0,826.6492919921875
1640164315218534000,2.868533935546875,0,826.6492919921875
1640164315258534000,2.908533935546875,0,826.6492919921875
1640164315298534000,2.948533935546875,0,826.6492919921875
1640164315338534000,2.988533935546875,0,826.6492919921875
1640164315378534000,3.028533935546875,0,826.6493530273438
1640164315418534000,3.068533935546875,-0.0025634765625,826.6494750976562
1640164315458534000,3.108533935546875,-0.0025634765625,826.6494750976562
1640164315498534000,3.148533935546875,-0.0025634765625,826.6494750976562
1640164315538534000,3.188533935546875,-0.0025634765625,826.6494750976562
1640164315578534000,3.228533935546875,-0.0025634765625,826.6494750976562
1640164315618534000,3.268533935546875,-0.0025634765625,826.6494750976562
1640164315658534000,3.308533935546875,-0.0025634765625,826.6495361328125
1640164315698534000,3.348533935546875,-0.0025634765625,826.649658203125
1640164315738534000,3.388533935546875,-0.0052490234375,826.6497802734375
1640164315778534000,3.428533935546875,-0.0052490234375,826.6498413085938
1640164315818534000,3.468533935546875,-0.0078125,826.6500854492188
1640164315858534000,3.508533935546875,-0.0078125,826.6500854492188
1640164315898534000,3.548533935546875,-0.010498046875,826.6503295898438
1640164315938534000,3.588533935546875,-0.010498046875,826.6503295898438
1640164315978534000,3.628533935546875,-0.01318359375,826.6505737304688
1640164316018534000,3.668533935546875,-0.01318359375,826.6507568359375
1640164316058534000,3.708533935546875,-0.0157470703125,826.65087890625
1640164316098534000,3.748533935546875,-0.0157470703125,826.6509399414062
1640164316138534000,3.788533935546875,-0.0184326171875,826.6511840820312
1640164316178534000,3.828533935546875,-0.0184326171875,826.6511840820312
1640164316218534000,3.868533935546875,-0.0184326171875,826.6512451171875
1640164316258534000,3.908533935546875,-0.0211181640625,826.6513061523438
1640164316298534000,3.948533935546875,-0.0211181640625,826.6514282226562
1640164316338534000,3.988533935546875,-0.023681640625,826.6516723632812
1640164316378534000,4.028533935546875,-0.023681640625,826.6516723632812
1640164316418534000,4.068533935546875,-0.023681640625,826.6517333984375
1640164316458534000,4.108533935546875,-0.023681640625,826.6517944335938
1640164316498534000,4.148533935546875,-0.0263671875,826.6519775390625
1640164316538534000,4.188533935546875,-0.029052734375,826.6521606445312
1640164316578534000,4.228533935546875,-0.029052734375,826.6521606445312
1640164316618534000,4.268533935546875,-0.029052734375,826.6522216796875
1640164316658534000,4.308533935546875,-0.029052734375,826.65234375
1640164316698534000,4.348533935546875,-0.0316162109375,826.652587890625
1640164316738534000,4.388533935546875,-0.0343017578125,826.6526489257812
1640164316778534000,4.428533935546875,-0.0343017578125,826.6526489257812
1640164316818534000,4.468533935546875,-0.0343017578125,826.6526489257812
1640164316858534000,4.508533935546875,-0.0343017578125,826.65283203125
1640164316898534000,4.548533935546875,-0.0343017578125,826.65283203125
1640164316938534000,4.588533935546875,-0.0369873046875,826.6531372070312
1640164316978534000,4.628533935546875,-0.03955078125,826.6532592773438
1640164317018534000,4.668533935546875,-0.03955078125,826.6532592773438
1640164317058534000,4.708533935546875,-0.03955078125,826.6533813476562
1640164317098534000,4.748533935546875,-0.042236328125,826.653564453125
1640164317138534000,4.788533935546875,-0.042236328125,826.6536865234375
1640164317178534000,4.828533935546875,-0.044921875,826.65380859375
1640164317218534000,4.868533935546875,-0.044921875,826.6538696289062
1640164317258534000,4.908533935546875,-0.044921875,826.6539306640625
1640164317298534000,4.948533935546875,-0.0474853515625,826.654052734375
1640164317338534000,4.988533935546875,-0.0474853515625,826.654052734375
1640164317378534000,5.028533935546875,-0.0474853515625,826.6541748046875
1640164317418534000,5.068533935546875,-0.0474853515625,826.6542358398438
1640164317458534000,5.108533935546875,-0.0501708984375,826.654296875
1640164317498534000,5.148533935546875,-0.0501708984375,826.654296875
1640164317538534000,5.188533935546875,-0.0501708984375,826.654296875
1640164317578534000,5.228533935546875,-0.0501708984375,826.654296875
1640164317618534000,5.268533935546875,-0.0501708984375,826.6544189453125
1640164317658534000,5.308533935546875,-0.052734375,826.6546630859375
1640164317698534000,5.348533935546875,-0.055419921875,826.6548461914062
1640164317738534000,5.388533935546875,-0.055419921875,826.6548461914062
1640164317778534000,5.428533935546875,-0.055419921875,826.6549072265625
1640164317818534000,5.468533935546875,-0.05810546875,826.6553344726562
1640164317858534000,5.508533935546875,-0.0606689453125,826.6554565429688
1640164317898534000,5.548533935546875,-0.0606689453125,826.6554565429688
1640164317938534000,5.588533935546875,-0.0606689453125,826.6554565429688
1640164317978534000,5.628533935546875,-0.0606689453125,826.6554565429688
1640164318018534000,5.668533935546875,-0.0606689453125,826.6554565429688
1640164318058534000,5.708533935546875,-0.0606689453125,826.6554565429688
1640164318098534000,5.748533935546875,-0.0606689453125,826.6554565429688
1640164318138534000,5.788533935546875,-0.0606689453125,826.6554565429688
1640164318178534000,5.828533935546875,-0.0606689453125,826.6554565429688
1640164318218534000,5.868533935546875,-0.0606689453125,826.6554565429688
1640164318258534000,5.908533935546875,-0.0606689453125,826.6554565429688
1640164318298534000,5.948533935546875,-0.0606689453125,826.6554565429688
1640164318338534000,5.988533935546875,-0.0606689453125,826.6554565429688
1640164318378534000,6.028533935546875,-0.0606689453125,826.6554565429688
1640164318418534000,6.068533935546875,-0.0606689453125,826.6554565429688
1640164318458534000,6.108533935546875,-0.0606689453125,826.6554565429688
1640164318498534000,6.148533935546875,-0.0606689453125,826.6554565429688
1640164318538534000,6.188533935546875,-0.0606689453125,826.6554565429688
1640164318578534000,6.228533935546875,-0.0606689453125,826.6554565429688
1640164318618534000,6.268533935546875,-0.0606689453125,826.6554565429688
1640164318658534000,6.308533935546875,-0.0606689453125,826.6554565429688
1640164318698534000,6.348533935546875,-0.0606689453125,826.6554565429688
1640164318738534000,6.388533935546875,-0.0606689453125,826.6554565429688
1640164318778534000,6.428533935546875,-0.0606689453125,826.6554565429688
1640164318818534000,6.468533935546875,-0.0633544921875,826.6558227539062
1640164318858534000,6.508533935546875,-0.0633544921875,826.6558227539062
1640164318898534000,6.548533935546875,-0.0633544921875,826.6558227539062
1640164318938534000,6.588533935546875,-0.0633544921875,826.6558227539062
1640164318978534000,6.628533935546875,-0.0633544921875,826.6558227539062
1640164319018534000,6.668533935546875,-0.0633544921875,826.6558227539062
1640164319058534000,6.708533935546875,-0.0633544921875,826.6558227539062
1640164319098534000,6.748533935546875,-0.0606689453125,826.6554565429688
1640164319138534000,6.788533935546875,-0.0606689453125,826.6554565429688
1640164319178534000,6.828533935546875,-0.0606689453125,826.6554565429688
1640164319218534000,6.868533935546875,-0.0606689453125,826.6554565429688
1640164319258534000,6.908533935546875,-0.055419921875,826.6549072265625
1640164319298534000,6.948533935546875,-0.055419921875,826.6549072265625
1640164319338534000,6.988533935546875,-0.055419921875,826.6549072265625
1640164319378534000,7.028533935546875,-0.055419921875,826.6549072265625
1640164319418534000,7.068533935546875,-0.055419921875,826.6549072265625
1640164319458534000,7.108533935546875,-0.055419921875,826.6549072265625
1640164319498534000,7.148533935546875,-0.0501708984375,826.6543579101562
1640164319538534000,7.188533935546875,-0.044921875,826.6539916992188
1640164319578534000,7.228533935546875,-0.044921875,826.6539306640625
1640164319618534000,7.268533935546875,-0.044921875,826.6538696289062
1640164319658534000,7.308533935546875,-0.042236328125,826.6536254882812
1640164319698534000,7.348533935546875,-0.042236328125,826.6535034179688
1640164319738534000,7.388533935546875,-0.03955078125,826.6533813476562
1640164319778534000,7.428533935546875,-0.03955078125,826.6533203125
1640164319818534000,7.468533935546875,-0.03955078125,826.6532592773438
1640164319858534000,7.508533935546875,-0.0343017578125,826.65283203125
1640164319898534000,7.548533935546875,-0.0316162109375,826.652587890625
1640164319938534000,7.588533935546875,-0.0316162109375,826.6525268554688
1640164319978534000,7.628533935546875,-0.0316162109375,826.6524047851562
1640164320018534000,7.668533935546875,-0.0316162109375,826.6524047851562
1640164320058534000,7.708533935546875,-0.0316162109375,826.6524047851562
1640164320098534000,7.748533935546875,-0.029052734375,826.6522827148438
