time,seconds_elapsed,relativeAltitude,pressure
1640166335259534800,0.028534912109375,-0.1717529296875,826.4484252929688
1640166335299534800,0.068534912109375,0,826.4484252929688
1640166335339534800,0.108534912109375,0,826.4484252929688
1640166335379534800,0.148534912109375,0,826.4484252929688
1640166335419534800,0.188534912109375,0,826.4484252929688
1640166335459534800,0.228534912109375,0,826.4484252929688
1640166335499534800,0.268534912109375,0,826.4484252929688
1640166335539534800,0.308534912109375,0,826.4484252929688
1640166335579534800,0.348534912109375,0.002685546875,826.4483032226562
1640166335619534800,0.388534912109375,0.002685546875,826.4483032226562
1640166335659534800,0.428534912109375,0.002685546875,826.4483032226562
1640166335699534800,0.468534912109375,0.002685546875,826.4483032226562
1640166335739534800,0.508534912109375,0.002685546875,826.4483032226562
1640166335779534800,0.548534912109375,0,826.4484252929688
1640166335819534800,0.588534912109375,0,826.4484252929688
1640166335859534800,0.628534912109375,-0.002685546875,826.4487915039062
1640166335899534800,0.668534912109375,-0.0106201171875,826.4496459960938
1640166335939534800,0.708534912109375,-0.0238037109375,826.4510498046875
1640166335979534800,0.748534912109375,-0.0238037109375,826.4510498046875
1640166336019534800,0.788534912109375,-0.03173828125,826.4517822265625
1640166336059534800,0.828534912109375,-0.0369873046875,826.452392578125
1640166336099534800,0.868534912109375,-0.0396728515625,826.45263671875
1640166336139534800,0.908534912109375,-0.047607421875,826.4533081054688
1640166336179534800,0.948534912109375,-0.047607421875,826.4534301757812
1640166336219534800,0.988534912109375,-0.0501708984375,826.4536743164062
1640166336259534800,1.028534912109375,-0.0501708984375,826.4536743164062
1640166336299534800,1.068534912109375,-0.0528564453125,826.4537963867188
1640166336339534800,1.108534912109375,-0.0528564453125,826.453857421875
1640166336379534800,1.148534912109375,-0.0528564453125,826.4539184570312
1640166336419534800,1.188534912109375,-0.0528564453125,826.4539184570312
1640166336459534800,1.228534912109375,-0.0555419921875,826.4542236328125
1640166336499534800,1.268534912109375,-0.0555419921875,826.4542236328125
1640166336539534800,1.308534912109375,-0.05810546875,826.4544677734375
1640166336579534800,1.348534912109375,-0.05810546875,826.4544677734375
1640166336619534800,1.388534912109375,-0.05810546875,826.4544677734375
1640166336659534800,1.428534912109375,-0.05810546875,826.4544677734375
1640166336699534800,1.468534912109375,-0.05810546875,826.4544677734375
1640166336739534800,1.508534912109375,-0.05810546875,826.4544677734375
1640166336779534800,1.548534912109375,-0.0555419921875,826.4542236328125
1640166336819534800,1.588534912109375,-0.0555419921875,826.4542236328125
1640166336859534800,1.628534912109375,-0.0555419921875,826.4541015625
1640166336899534800,1.668534912109375,-0.0528564453125,826.4539184570312
1640166336939534800,1.708534912109375,-0.0528564453125,826.453857421875
1640166336979534800,1.748534912109375,-0.0528564453125,826.4537963867188
1640166337019534800,1.788534912109375,-0.0501708984375,826.4537353515625
1640166337059534800,1.828534912109375,-0.0501708984375,826.4536743164062
1640166337099534800,1.868534912109375,-0.047607421875,826.4534301757812
1640166337139534800,1.908534912109375,-0.047607421875,826.4534301757812
1640166337179534800,1.948534912109375,-0.047607421875,826.4534301757812
1640166337219534800,1.988534912109375,-0.047607421875,826.4534301757812
1640166337259534800,2.028534912109375,-0.047607421875,826.4534301757812
1640166337299534800,2.068534912109375,-0.047607421875,826.4534301757812
