time,seconds_elapsed,relativeAltitude,pressure
1640168050579531300,0.01553125,-0.002685546875,826.3987426757812
1640168050619531300,0.05553125,-0.002685546875,826.3987426757812
1640168050658531300,0.09453125,0,826.3987426757812
1640168050698531300,0.13453125,0,826.3987426757812
1640168050738531300,0.17453125,0,826.3987426757812
1640168050778531300,0.21453125,0,826.3987426757812
1640168050818531300,0.25453125,0,826.3987426757812
1640168050858531300,0.29453125,0,826.3987426757812
1640168050898531300,0.33453125,0,826.3987426757812
1640168050938531300,0.37453125,0,826.3987426757812
1640168050978531300,0.41453125,0,826.3987426757812
1640168051018531300,0.45453125,0,826.3988037109375
1640168051058531300,0.49453125,-0.0025634765625,826.39892578125
1640168051098531300,0.53453125,-0.0025634765625,826.3989868164062
1640168051138531300,0.57453125,-0.0025634765625,826.3989868164062
1640168051178531300,0.61453125,-0.0052490234375,826.3992309570312
1640168051218531300,0.65453125,-0.0052490234375,826.3992309570312
1640168051258531300,0.69453125,-0.0052490234375,826.3992309570312
1640168051298531300,0.73453125,-0.0052490234375,826.3992309570312
1640168051338531300,0.77453125,-0.0052490234375,826.3992309570312
1640168051378531300,0.81453125,-0.0052490234375,826.3992309570312
1640168051418531300,0.85453125,-0.0052490234375,826.3992309570312
1640168051458531300,0.89453125,-0.0025634765625,826.3989868164062
1640168051498531300,0.93453125,-0.0052490234375,826.3992309570312
1640168051538531300,0.97453125,-0.0052490234375,826.3992309570312
1640168051578531300,1.01453125,-0.0079345703125,826.399658203125
1640168051618531300,1.05453125,-0.010498046875,826.3997802734375
1640168051658531300,1.09453125,-0.010498046875,826.3998413085938
1640168051698531300,1.13453125,-0.010498046875,826.39990234375
1640168051738531300,1.17453125,-0.01318359375,826.4000854492188
1640168051778531300,1.21453125,-0.01318359375,826.4000854492188
1640168051818531300,1.25453125,-0.01318359375,826.4000854492188
1640168051858531300,1.29453125,-0.01318359375,826.4000854492188
1640168051898531300,1.33453125,-0.01318359375,826.4000854492188
1640168051938531300,1.37453125,-0.01318359375,826.4000854492188
1640168051978531300,1.41453125,-0.01318359375,826.4000854492188
1640168052018531300,1.45453125,-0.01318359375,826.4000854492188
1640168052058531300,1.49453125,-0.01318359375,826.4000854492188
